CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
11	35400001	115	0.518018	4	[35400001,39400000]
11	35500001	115	0.518018	4	[35400001,39400000]
11	35600001	115	0.518018	4	[35400001,39400000]
11	35700001	116	0.522523	4	[35400001,39400000]
11	35800001	116	0.522523	4	[35400001,39400000]
11	35900001	116	0.522523	4	[35400001,39400000]
11	36000001	116	0.522523	4	[35400001,39400000]
11	36100001	118	0.531532	4	[35400001,39400000]
11	36200001	118	0.531532	4	[35400001,39400000]
11	36300001	118	0.531532	4	[35400001,39400000]
11	36400001	120	0.540541	4	[35400001,39400000]
11	36500001	120	0.540541	4	[35400001,39400000]
11	36600001	122	0.54955	4	[35400001,39400000]
11	36700001	125	0.563063	4	[35400001,39400000]
11	36800001	125	0.563063	4	[35400001,39400000]
11	36900001	125	0.563063	4	[35400001,39400000]
11	37000001	125	0.563063	4	[35400001,39400000]
11	37100001	125	0.563063	4	[35400001,39400000]
11	37200001	125	0.563063	4	[35400001,39400000]
11	37300001	125	0.563063	4	[35400001,39400000]
11	37400001	123	0.554054	4	[35400001,39400000]
11	37500001	123	0.554054	4	[35400001,39400000]
11	37600001	123	0.554054	4	[35400001,39400000]
11	37700001	123	0.554054	4	[35400001,39400000]
11	37800001	123	0.554054	4	[35400001,39400000]
11	37900001	118	0.531532	4	[35400001,39400000]
11	38000001	117	0.527027	4	[35400001,39400000]
11	38100001	112	0.504505	4	[35400001,39400000]
11	38200001	110	0.495495	4	[35400001,39400000]
11	38300001	110	0.495495	4	[35400001,39400000]
11	38400001	118	0.531532	4	[35400001,39400000]
11	38500001	116	0.522523	4	[35400001,39400000]
11	38600001	117	0.527027	4	[35400001,39400000]
11	38700001	117	0.527027	4	[35400001,39400000]
11	38800001	109	0.490991	4	[35400001,39400000]
11	38900001	112	0.504505	4	[35400001,39400000]
11	39000001	112	0.504505	4	[35400001,39400000]
11	39100001	112	0.504505	4	[35400001,39400000]
11	39200001	112	0.504505	4	[35400001,39400000]
11	39300001	108	0.486486	4	[35400001,39400000]
11	40200001	123	0.554054	17	[40200001,57200000]
11	40300001	122	0.54955	17	[40200001,57200000]
11	40400001	122	0.54955	17	[40200001,57200000]
11	40500001	122	0.54955	17	[40200001,57200000]
11	40600001	122	0.54955	17	[40200001,57200000]
11	40700001	123	0.554054	17	[40200001,57200000]
11	40800001	123	0.554054	17	[40200001,57200000]
11	40900001	123	0.554054	17	[40200001,57200000]
11	41000001	123	0.554054	17	[40200001,57200000]
11	41100001	123	0.554054	17	[40200001,57200000]
11	41200001	122	0.54955	17	[40200001,57200000]
11	41300001	125	0.563063	17	[40200001,57200000]
11	41400001	123	0.554054	17	[40200001,57200000]
11	41500001	123	0.554054	17	[40200001,57200000]
11	41600001	123	0.554054	17	[40200001,57200000]
11	41700001	133	0.599099	17	[40200001,57200000]
11	41800001	133	0.599099	17	[40200001,57200000]
11	41900001	134	0.603604	17	[40200001,57200000]
11	42000001	134	0.603604	17	[40200001,57200000]
11	42100001	134	0.603604	17	[40200001,57200000]
11	42200001	134	0.603604	17	[40200001,57200000]
11	42300001	135	0.608108	17	[40200001,57200000]
11	42400001	134	0.603604	17	[40200001,57200000]
11	42500001	135	0.608108	17	[40200001,57200000]
11	42600001	125	0.563063	17	[40200001,57200000]
11	42700001	126	0.567568	17	[40200001,57200000]
11	42800001	136	0.612613	17	[40200001,57200000]
11	42900001	136	0.612613	17	[40200001,57200000]
11	43000001	136	0.612613	17	[40200001,57200000]
11	43100001	135	0.608108	17	[40200001,57200000]
11	43200001	135	0.608108	17	[40200001,57200000]
11	43300001	135	0.608108	17	[40200001,57200000]
11	43400001	135	0.608108	17	[40200001,57200000]
11	43500001	135	0.608108	17	[40200001,57200000]
11	43600001	135	0.608108	17	[40200001,57200000]
11	43700001	130	0.585586	17	[40200001,57200000]
11	43800001	130	0.585586	17	[40200001,57200000]
11	43900001	130	0.585586	17	[40200001,57200000]
11	44000001	128	0.576577	17	[40200001,57200000]
11	44100001	127	0.572072	17	[40200001,57200000]
11	44200001	120	0.540541	17	[40200001,57200000]
11	44300001	120	0.540541	17	[40200001,57200000]
11	44400001	120	0.540541	17	[40200001,57200000]
11	44500001	120	0.540541	17	[40200001,57200000]
11	44600001	113	0.509009	17	[40200001,57200000]
11	44700001	113	0.509009	17	[40200001,57200000]
11	44800001	112	0.504505	17	[40200001,57200000]
11	44900001	112	0.504505	17	[40200001,57200000]
11	45000001	112	0.504505	17	[40200001,57200000]
11	45100001	112	0.504505	17	[40200001,57200000]
11	45200001	112	0.504505	17	[40200001,57200000]
11	45300001	113	0.509009	17	[40200001,57200000]
11	45400001	112	0.504505	17	[40200001,57200000]
11	45500001	142	0.63964	17	[40200001,57200000]
11	45600001	142	0.63964	17	[40200001,57200000]
11	45700001	143	0.644144	17	[40200001,57200000]
11	45800001	143	0.644144	17	[40200001,57200000]
11	45900001	141	0.635135	17	[40200001,57200000]
11	46000001	142	0.63964	17	[40200001,57200000]
11	46100001	142	0.63964	17	[40200001,57200000]
11	46200001	142	0.63964	17	[40200001,57200000]
11	46300001	144	0.648649	17	[40200001,57200000]
11	46400001	111	0.5	17	[40200001,57200000]
11	46500001	111	0.5	17	[40200001,57200000]
11	46600001	120	0.540541	17	[40200001,57200000]
11	46700001	117	0.527027	17	[40200001,57200000]
11	46800001	116	0.522523	17	[40200001,57200000]
11	46900001	117	0.527027	17	[40200001,57200000]
11	47000001	117	0.527027	17	[40200001,57200000]
11	47100001	117	0.527027	17	[40200001,57200000]
11	47200001	118	0.531532	17	[40200001,57200000]
11	47300001	124	0.558559	17	[40200001,57200000]
11	47400001	124	0.558559	17	[40200001,57200000]
11	47500001	125	0.563063	17	[40200001,57200000]
11	47600001	133	0.599099	17	[40200001,57200000]
11	47700001	133	0.599099	17	[40200001,57200000]
11	47800001	132	0.594595	17	[40200001,57200000]
11	47900001	130	0.585586	17	[40200001,57200000]
11	48000001	135	0.608108	17	[40200001,57200000]
11	48100001	135	0.608108	17	[40200001,57200000]
11	48200001	128	0.576577	17	[40200001,57200000]
11	48300001	128	0.576577	17	[40200001,57200000]
11	48400001	128	0.576577	17	[40200001,57200000]
11	48500001	128	0.576577	17	[40200001,57200000]
11	48600001	133	0.599099	17	[40200001,57200000]
11	48700001	133	0.599099	17	[40200001,57200000]
11	48800001	133	0.599099	17	[40200001,57200000]
11	48900001	121	0.545045	17	[40200001,57200000]
11	49000001	121	0.545045	17	[40200001,57200000]
11	49100001	121	0.545045	17	[40200001,57200000]
11	49200001	121	0.545045	17	[40200001,57200000]
11	49300001	123	0.554054	17	[40200001,57200000]
11	49400001	122	0.54955	17	[40200001,57200000]
11	49500001	122	0.54955	17	[40200001,57200000]
11	49600001	122	0.54955	17	[40200001,57200000]
11	49700001	123	0.554054	17	[40200001,57200000]
11	49800001	123	0.554054	17	[40200001,57200000]
11	49900001	123	0.554054	17	[40200001,57200000]
11	50000001	126	0.567568	17	[40200001,57200000]
