CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
24	24600001	143	0.644144	1.3	[24600001,25900000]
24	24700001	143	0.644144	1.3	[24600001,25900000]
24	24800001	143	0.644144	1.3	[24600001,25900000]
24	24900001	145	0.653153	1.3	[24600001,25900000]
24	25000001	146	0.657658	1.3	[24600001,25900000]
24	25100001	146	0.657658	1.3	[24600001,25900000]
24	25200001	146	0.657658	1.3	[24600001,25900000]
24	25300001	146	0.657658	1.3	[24600001,25900000]
24	25400001	146	0.657658	1.3	[24600001,25900000]
24	25500001	145	0.653153	1.3	[24600001,25900000]
24	25600001	145	0.653153	1.3	[24600001,25900000]
24	25700001	145	0.653153	1.3	[24600001,25900000]
24	25800001	145	0.653153	1.3	[24600001,25900000]
24	24700000	143	0.644144	1.3	[24600001,25900000]
24	24800000	143	0.644144	1.3	[24600001,25900000]
24	24900000	143	0.644144	1.3	[24600001,25900000]
24	25000000	145	0.653153	1.3	[24600001,25900000]
24	25100000	146	0.657658	1.3	[24600001,25900000]
24	25200000	146	0.657658	1.3	[24600001,25900000]
24	25300000	146	0.657658	1.3	[24600001,25900000]
24	25400000	146	0.657658	1.3	[24600001,25900000]
24	25500000	146	0.657658	1.3	[24600001,25900000]
24	25600000	145	0.653153	1.3	[24600001,25900000]
24	25700000	145	0.653153	1.3	[24600001,25900000]
24	25800000	145	0.653153	1.3	[24600001,25900000]
24	25900000	145	0.653153	1.3	[24600001,25900000]
