CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
15	17000001	127	0.572072	1.7	[17000001,18700000]
15	17100001	127	0.572072	1.7	[17000001,18700000]
15	17200001	127	0.572072	1.7	[17000001,18700000]
15	17300001	127	0.572072	1.7	[17000001,18700000]
15	17400001	127	0.572072	1.7	[17000001,18700000]
15	17500001	127	0.572072	1.7	[17000001,18700000]
15	17600001	137	0.617117	1.7	[17000001,18700000]
15	17700001	137	0.617117	1.7	[17000001,18700000]
15	17800001	137	0.617117	1.7	[17000001,18700000]
15	17900001	137	0.617117	1.7	[17000001,18700000]
15	18000001	141	0.635135	1.7	[17000001,18700000]
15	18100001	141	0.635135	1.7	[17000001,18700000]
15	18200001	142	0.63964	1.7	[17000001,18700000]
15	18300001	140	0.630631	1.7	[17000001,18700000]
15	18400001	141	0.635135	1.7	[17000001,18700000]
15	18500001	141	0.635135	1.7	[17000001,18700000]
15	18600001	141	0.635135	1.7	[17000001,18700000]
15	17100000	127	0.572072	1.7	[17000001,18700000]
15	17200000	127	0.572072	1.7	[17000001,18700000]
15	17300000	127	0.572072	1.7	[17000001,18700000]
15	17400000	127	0.572072	1.7	[17000001,18700000]
15	17500000	127	0.572072	1.7	[17000001,18700000]
15	17600000	127	0.572072	1.7	[17000001,18700000]
15	17700000	137	0.617117	1.7	[17000001,18700000]
15	17800000	137	0.617117	1.7	[17000001,18700000]
15	17900000	137	0.617117	1.7	[17000001,18700000]
15	18000000	137	0.617117	1.7	[17000001,18700000]
15	18100000	141	0.635135	1.7	[17000001,18700000]
15	18200000	141	0.635135	1.7	[17000001,18700000]
15	18300000	142	0.63964	1.7	[17000001,18700000]
15	18400000	140	0.630631	1.7	[17000001,18700000]
15	18500000	141	0.635135	1.7	[17000001,18700000]
15	18600000	141	0.635135	1.7	[17000001,18700000]
15	18700000	141	0.635135	1.7	[17000001,18700000]
