#IID	F_ROH	ROH_length_kB	KBAVG
6131	0.29787	27524.8	9174.94
6132	0.08445	7803.4	3901.7
6133	0.41733	38563.9	12854.6
6134	0.17866	16509.5	5503.17
6135	0.21330	19710.3	6570.1
6136	0.30378	28071.7	7017.92
6137	0.35313	32631.3	6526.26
6138	0.47209	43624.1	7270.68
6139	0.37200	34375.1	8593.76
6140	0.22345	20648.4	5162.1
6141	0.41226	38095.7	5442.25
6142	0.52791	48782.2	12195.5
6143	0.08607	7953.05	3976.52
6144	0.32880	30383.3	6076.66
6145	0.22716	20990.6	5247.65
6146	0.04106	3794.21	3794.21
6147	0.38978	36018	6003
6148	0.34729	32091.4	8022.84
6149	0.19737	18238.4	6079.48
6150	0.27033	24980.7	8326.91
6151	0.23404	21626.6	4325.32
6152	0.19826	18320.5	3664.1
6153	0.11001	10166	5082.98
6154	0.15295	14133.4	7066.7
6155	0.00000	0	0
6156	0.33267	30740.8	10246.9
6157	0.40235	37180.1	12393.4
6158	0.22675	20952.9	5238.22
6159	0.37602	34746.3	5791.05
6160	0.40853	37751	6291.84
6161	0.12919	11937.6	3979.2
6162	0.36707	33920	6784
6163	0.14550	13445.6	4481.86
6164	0.29333	27105.4	9035.12
6165	0.33829	31260	4465.71
6166	0.25910	23942.4	5985.6
6167	0.44287	40924.3	5846.33
6168	0.49763	45984.4	11496.1
6169	0.00000	0	0
6170	0.29861	27593.3	6898.33
6171	0.21163	19555.6	4888.91
6172	0.19987	18469.2	6156.4
6173	0.45505	42049.6	6007.09
6174	0.42774	39526.1	13175.4
6175	0.23393	21616.7	7205.57
6176	0.22034	20361.3	6787.09
6177	0.05391	4981.75	4981.75
6178	0.10182	9408.94	4704.47
6179	0.33223	30699.8	6139.95
6180	0.28702	26522.6	5304.52
6181	0.35859	33136.3	11045.4
6182	0.27001	24950.9	6237.74
6183	0.46165	42659.8	7109.97
6184	0.39463	36466.3	12155.4
6185	0.03436	3175.25	3175.25
6186	0.53552	49485.2	7069.31
6187	0.40276	37217.8	5316.82
6188	0.23494	21710.3	7236.78
6189	0.20308	18766.3	4691.58
6190	0.51461	47552.9	7925.48
6191	0.58232	53810	26905
6192	0.27740	25633.2	12816.6
6193	0.33127	30611.5	6122.3
6194	0.22616	20898.6	5224.65
6195	0.28902	26707.7	6676.92
6196	0.03779	3491.97	3491.97
6197	0.43568	40259.9	5751.41
6198	0.24824	22938.9	7646.29
6199	0.03572	3300.67	3300.67
6200	0.42702	39459.4	19729.7
