sim_1_selection_model_s04_chr3	1003058
sim_2_selection_model_s04_chr3	15129519
sim_3_selection_model_s04_chr3	78233531
sim_4_selection_model_s04_chr3	28759211
sim_5_selection_model_s04_chr3	45133447
sim_6_selection_model_s04_chr3	8420271
sim_7_selection_model_s04_chr3	46205566
sim_8_selection_model_s04_chr3	23415531
sim_9_selection_model_s04_chr3	41980026
sim_10_selection_model_s04_chr3	37697849
sim_11_selection_model_s04_chr3	90488311
sim_12_selection_model_s04_chr3	83765707
sim_13_selection_model_s04_chr3	16569047
sim_14_selection_model_s04_chr3	26746583
sim_15_selection_model_s04_chr3	65151792
sim_16_selection_model_s04_chr3	47287679
sim_17_selection_model_s04_chr3	67587768
sim_18_selection_model_s04_chr3	55517492
sim_19_selection_model_s04_chr3	57369566
sim_20_selection_model_s04_chr3	49788305
