Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.1327522628
sim_2_selection_model_s03_chr3	NA
sim_3_selection_model_s03_chr3	0.095
sim_4_selection_model_s03_chr3	0.369093243135536
sim_5_selection_model_s03_chr3	0.400771285746259
sim_6_selection_model_s03_chr3	NA
sim_7_selection_model_s03_chr3	0.400960119954294
sim_8_selection_model_s03_chr3	NA
sim_9_selection_model_s03_chr3	NA
sim_10_selection_model_s03_chr3	NA
sim_11_selection_model_s03_chr3	0.1636208483075
sim_12_selection_model_s03_chr3	0.493281295067293
sim_13_selection_model_s03_chr3	0.1375930752
sim_14_selection_model_s03_chr3	0.0998397319
sim_15_selection_model_s03_chr3	NA
sim_16_selection_model_s03_chr3	NA
sim_17_selection_model_s03_chr3	0.428914325582576
sim_18_selection_model_s03_chr3	0.095808785
sim_19_selection_model_s03_chr3	NA
sim_20_selection_model_s03_chr3	NA
