CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	10400001	34	0.68	300	[10400001,10700000]
3	10700001	35	0.7	600	[10700001,11300000]
3	11300001	31	0.62	1400	[11300001,12700000]
3	12700001	32	0.64	600	[12700001,13300000]
3	13300001	41	0.82	1200	[13300001,14500000]
3	14500001	32	0.64	400	[14500001,14900000]
3	14900001	35	0.7	1800	[14900001,16700000]
3	16700001	34	0.68	500	[16700001,17200000]
3	37300001	32	0.64	400	[37300001,37700000]
3	37700001	31	0.62	500	[37700001,38200000]
3	38200001	32	0.64	1600	[38200001,39800000]
3	39800001	33	0.66	100	[39800001,39900000]
3	39900001	32	0.64	500	[39900001,40400000]
3	46700001	31	0.62	300	[46700001,47000000]
3	48100001	34	0.68	600	[48100001,48700000]
3	48700001	31	0.62	100	[48700001,48800000]
3	48800001	33	0.66	200	[48800001,49000000]
3	49000001	50	1	5100	[49000001,54100000]
3	54100001	43	0.86	300	[54100001,54400000]
3	54400001	50	1	100	[54400001,54500000]
3	54500001	48	0.96	400	[54500001,54900000]
3	54900001	50	1	400	[54900001,55300000]
3	55300001	48	0.96	2500	[55300001,57800000]
3	57800001	44	0.88	300	[57800001,58100000]
3	58100001	47	0.94	3000	[58100001,61100000]
3	61100001	42	0.84	700	[61100001,61800000]
3	10700000	34	0.68	300	[10400001,10700000]
3	11300000	35	0.7	600	[10700001,11300000]
3	12700000	31	0.62	1400	[11300001,12700000]
3	13300000	32	0.64	600	[12700001,13300000]
3	14500000	41	0.82	1200	[13300001,14500000]
3	14900000	32	0.64	400	[14500001,14900000]
3	16700000	35	0.7	1800	[14900001,16700000]
3	17200000	34	0.68	500	[16700001,17200000]
3	37700000	32	0.64	400	[37300001,37700000]
3	38200000	31	0.62	500	[37700001,38200000]
3	39800000	32	0.64	1600	[38200001,39800000]
3	39900000	33	0.66	100	[39800001,39900000]
3	40400000	32	0.64	500	[39900001,40400000]
3	47000000	31	0.62	300	[46700001,47000000]
3	48700000	34	0.68	600	[48100001,48700000]
3	48800000	31	0.62	100	[48700001,48800000]
3	49000000	33	0.66	200	[48800001,49000000]
3	54100000	50	1	5100	[49000001,54100000]
3	54400000	43	0.86	300	[54100001,54400000]
3	54500000	50	1	100	[54400001,54500000]
3	54900000	48	0.96	400	[54500001,54900000]
3	55300000	50	1	400	[54900001,55300000]
3	57800000	48	0.96	2500	[55300001,57800000]
3	58100000	44	0.88	300	[57800001,58100000]
3	61100000	47	0.94	3000	[58100001,61100000]
3	61800000	42	0.84	700	[61100001,61800000]
