CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	11100001	25	0.5	200	[11100001,11300000]
3	11300001	26	0.52	100	[11300001,11400000]
3	11400001	28	0.56	300	[11400001,11700000]
3	11700001	27	0.54	100	[11700001,11800000]
3	11800001	25	0.5	500	[11800001,12300000]
3	12300001	24	0.48	500	[12300001,12800000]
3	12800001	25	0.5	400	[12800001,13200000]
3	13200001	24	0.48	100	[13200001,13300000]
3	16700001	25	0.5	400	[16700001,17100000]
3	17100001	24	0.48	100	[17100001,17200000]
3	17400001	26	0.52	900	[17400001,18300000]
3	18300001	30	0.6	900	[18300001,19200000]
3	19200001	28	0.56	500	[19200001,19700000]
3	19700001	27	0.54	1200	[19700001,20900000]
3	20900001	30	0.6	100	[20900001,21000000]
3	21000001	31	0.62	100	[21000001,21100000]
3	21100001	30	0.6	200	[21100001,21300000]
3	21800001	30	0.6	200	[21800001,22000000]
3	23300001	27	0.54	1700	[23300001,25000000]
3	25000001	26	0.52	300	[25000001,25300000]
3	25700001	24	0.48	300	[25700001,26000000]
3	26500001	27	0.54	300	[26500001,26800000]
3	26800001	26	0.52	1700	[26800001,28500000]
3	28500001	27	0.54	300	[28500001,28800000]
3	28800001	31	0.62	200	[28800001,29000000]
3	29400001	24	0.48	300	[29400001,29700000]
3	29800001	28	0.56	400	[29800001,30200000]
3	30200001	34	0.68	100	[30200001,30300000]
3	30300001	33	0.66	300	[30300001,30600000]
3	30600001	39	0.78	1000	[30600001,31600000]
3	31600001	38	0.76	300	[31600001,31900000]
3	31900001	39	0.78	1000	[31900001,32900000]
3	32900001	38	0.76	400	[32900001,33300000]
3	33300001	34	0.68	100	[33300001,33400000]
3	33400001	30	0.6	300	[33400001,33700000]
3	33700001	29	0.58	400	[33700001,34100000]
3	34100001	30	0.6	800	[34100001,34900000]
3	34900001	24	0.48	600	[34900001,35500000]
3	47500001	24	0.48	900	[47500001,48400000]
3	48400001	25	0.5	700	[48400001,49100000]
3	62800001	25	0.5	200	[62800001,63000000]
3	63000001	28	0.56	600	[63000001,63600000]
3	63600001	27	0.54	200	[63600001,63800000]
3	74400001	24	0.48	900	[74400001,75300000]
3	75300001	25	0.5	800	[75300001,76100000]
3	76100001	27	0.54	200	[76100001,76300000]
3	76300001	26	0.52	1100	[76300001,77400000]
3	77400001	27	0.54	100	[77400001,77500000]
3	77500001	26	0.52	900	[77500001,78400000]
3	11300000	25	0.5	200	[11100001,11300000]
3	11400000	26	0.52	100	[11300001,11400000]
3	11700000	28	0.56	300	[11400001,11700000]
3	11800000	27	0.54	100	[11700001,11800000]
3	12300000	25	0.5	500	[11800001,12300000]
3	12800000	24	0.48	500	[12300001,12800000]
3	13200000	25	0.5	400	[12800001,13200000]
3	13300000	24	0.48	100	[13200001,13300000]
3	17100000	25	0.5	400	[16700001,17100000]
3	17200000	24	0.48	100	[17100001,17200000]
3	18300000	26	0.52	900	[17400001,18300000]
3	19200000	30	0.6	900	[18300001,19200000]
3	19700000	28	0.56	500	[19200001,19700000]
3	20900000	27	0.54	1200	[19700001,20900000]
3	21000000	30	0.6	100	[20900001,21000000]
3	21100000	31	0.62	100	[21000001,21100000]
3	21300000	30	0.6	200	[21100001,21300000]
3	22000000	30	0.6	200	[21800001,22000000]
3	25000000	27	0.54	1700	[23300001,25000000]
3	25300000	26	0.52	300	[25000001,25300000]
3	26000000	24	0.48	300	[25700001,26000000]
3	26800000	27	0.54	300	[26500001,26800000]
3	28500000	26	0.52	1700	[26800001,28500000]
3	28800000	27	0.54	300	[28500001,28800000]
3	29000000	31	0.62	200	[28800001,29000000]
3	29700000	24	0.48	300	[29400001,29700000]
3	30200000	28	0.56	400	[29800001,30200000]
3	30300000	34	0.68	100	[30200001,30300000]
3	30600000	33	0.66	300	[30300001,30600000]
3	31600000	39	0.78	1000	[30600001,31600000]
3	31900000	38	0.76	300	[31600001,31900000]
3	32900000	39	0.78	1000	[31900001,32900000]
3	33300000	38	0.76	400	[32900001,33300000]
3	33400000	34	0.68	100	[33300001,33400000]
3	33700000	30	0.6	300	[33400001,33700000]
3	34100000	29	0.58	400	[33700001,34100000]
3	34900000	30	0.6	800	[34100001,34900000]
3	35500000	24	0.48	600	[34900001,35500000]
3	48400000	24	0.48	900	[47500001,48400000]
3	49100000	25	0.5	700	[48400001,49100000]
3	63000000	25	0.5	200	[62800001,63000000]
3	63600000	28	0.56	600	[63000001,63600000]
3	63800000	27	0.54	200	[63600001,63800000]
3	75300000	24	0.48	900	[74400001,75300000]
3	76100000	25	0.5	800	[75300001,76100000]
3	76300000	27	0.54	200	[76100001,76300000]
3	77400000	26	0.52	1100	[76300001,77400000]
3	77500000	27	0.54	100	[77400001,77500000]
3	78400000	26	0.52	900	[77500001,78400000]
