Sim_name	Avg_He
sim_1_selection_model_s07_chr3	0.06195
sim_2_selection_model_s07_chr3	0.12544
sim_3_selection_model_s07_chr3	0.0644315789473684
sim_4_selection_model_s07_chr3	0.2822
sim_5_selection_model_s07_chr3	0.1658
sim_6_selection_model_s07_chr3	0.441266666666667
sim_7_selection_model_s07_chr3	0.133733333333333
sim_8_selection_model_s07_chr3	0.0715272727272727
sim_9_selection_model_s07_chr3	NA
sim_10_selection_model_s07_chr3	0.0963555555555556
sim_11_selection_model_s07_chr3	0.25
sim_12_selection_model_s07_chr3	0.2408
sim_13_selection_model_s07_chr3	0.0873176470588235
sim_14_selection_model_s07_chr3	0.3942
sim_15_selection_model_s07_chr3	0.0901352941176471
sim_16_selection_model_s07_chr3	0.090378947368421
sim_17_selection_model_s07_chr3	0.0768
sim_18_selection_model_s07_chr3	0.14835
sim_19_selection_model_s07_chr3	0.0923481481481482
sim_20_selection_model_s07_chr3	0.363
