Sim_name	Avg_He
sim_1_selection_model_s01_chr3	0.231028571428571
sim_2_selection_model_s01_chr3	0.340916363636364
sim_3_selection_model_s01_chr3	0.202007291666667
sim_4_selection_model_s01_chr3	0.18
sim_5_selection_model_s01_chr3	0.21274537037037
sim_6_selection_model_s01_chr3	0.195410416666667
sim_7_selection_model_s01_chr3	0.307422222222222
sim_8_selection_model_s01_chr3	0.1302
sim_9_selection_model_s01_chr3	0.0404642857142857
sim_10_selection_model_s01_chr3	0.116614285714286
sim_11_selection_model_s01_chr3	NA
sim_12_selection_model_s01_chr3	0.125634848484848
sim_13_selection_model_s01_chr3	0.0445714285714286
sim_14_selection_model_s01_chr3	0.386095
sim_15_selection_model_s01_chr3	0.102081481481481
sim_16_selection_model_s01_chr3	0.0946
sim_17_selection_model_s01_chr3	0.224052283464567
sim_18_selection_model_s01_chr3	0.118472549019608
sim_19_selection_model_s01_chr3	0.0940333333333333
sim_20_selection_model_s01_chr3	0.05714375
