Sim_name	Avg_He
sim_1_selection_model_s08_chr3	NA
sim_2_selection_model_s08_chr3	0.0722
sim_3_selection_model_s08_chr3	0.0566333333333333
sim_4_selection_model_s08_chr3	0.407936842105263
sim_5_selection_model_s08_chr3	0.3722
sim_6_selection_model_s08_chr3	NA
sim_7_selection_model_s08_chr3	0.0582
sim_8_selection_model_s08_chr3	0.18
sim_9_selection_model_s08_chr3	0.319683333333333
sim_10_selection_model_s08_chr3	0.10864
sim_11_selection_model_s08_chr3	NA
sim_12_selection_model_s08_chr3	0.255
sim_13_selection_model_s08_chr3	0.32
sim_14_selection_model_s08_chr3	0.0773142857142857
sim_15_selection_model_s08_chr3	0.1672
sim_16_selection_model_s08_chr3	0.197
sim_17_selection_model_s08_chr3	0.184316666666667
sim_18_selection_model_s08_chr3	0.4667
sim_19_selection_model_s08_chr3	0.1958
sim_20_selection_model_s08_chr3	0.111739130434783
