Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.2027
sim_2_selection_model_s03_chr3	0.4712
sim_3_selection_model_s03_chr3	0.2966
sim_4_selection_model_s03_chr3	NA
sim_5_selection_model_s03_chr3	0.0793666666666667
sim_6_selection_model_s03_chr3	0.09045
sim_7_selection_model_s03_chr3	0.258615384615385
sim_8_selection_model_s03_chr3	0.0392
sim_9_selection_model_s03_chr3	0.08988
sim_10_selection_model_s03_chr3	NA
sim_11_selection_model_s03_chr3	0.05592
sim_12_selection_model_s03_chr3	0.1224
sim_13_selection_model_s03_chr3	NA
sim_14_selection_model_s03_chr3	0.1749
sim_15_selection_model_s03_chr3	0.304711299435028
sim_16_selection_model_s03_chr3	0.287133333333333
sim_17_selection_model_s03_chr3	0.1887
sim_18_selection_model_s03_chr3	0.263266666666667
sim_19_selection_model_s03_chr3	0.0582
sim_20_selection_model_s03_chr3	0.1347
