#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.04172	3853.59	3853.59
2552	0.34678	32035.2	6407.04
2553	0.16048	14824.9	4941.62
2554	0.30217	27914.2	6978.54
2555	0.23793	21980	10990
2556	0.40921	37801.7	7560.34
2557	0.28086	25945.6	6486.4
2558	0.30609	28275.6	7068.89
2559	0.34649	32007.9	8001.97
2560	0.25531	23585.5	11792.7
2561	0.04242	3918.99	3918.99
2562	0.44732	41323	6887.17
2563	0.39719	36691.3	12230.4
2564	0.30903	28547.8	4757.97
2565	0.38880	35916.2	11972.1
2566	0.16364	15117.2	5039.06
2567	0.20343	18792.6	4698.15
2568	0.14210	13127	13127
2569	0.14981	13839.1	6919.53
2570	0.16321	15076.7	3769.17
2571	0.18957	17512.5	5837.49
2572	0.39929	36885.5	7377.1
2573	0.07370	6807.86	6807.86
2574	0.23401	21617.1	7205.7
2575	0.37905	35016.4	8754.1
2576	0.21532	19890.7	6630.24
2577	0.39390	36387.7	7277.55
2578	0.12186	11257.6	5628.82
2579	0.60731	56102.6	9350.43
2580	0.14417	13318.4	6659.2
2581	0.17105	15801.4	5267.14
2582	0.21507	19867.6	4966.91
2583	0.18717	17290.5	5763.51
2584	0.25882	23909.5	7969.82
2585	0.34130	31528.9	7882.24
2586	0.42096	38887.2	7777.44
2587	0.25805	23838	5959.49
2588	0.12796	11820.8	3940.26
2589	0.25125	23210.2	5802.54
2590	0.03522	3253.21	3253.21
2591	0.29115	26896.3	6724.07
2592	0.35248	32561.8	5426.96
2593	0.28250	26096.5	5219.29
2594	0.22574	20853.9	5213.47
2595	0.18994	17546.4	5848.79
2596	0.27252	25174.9	8391.62
2597	0.30043	27753.1	5550.63
2598	0.15263	14099.7	7049.86
2599	0.17940	16572.2	8286.11
2600	0.39992	36943.6	6157.27
