CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
19	27300001	249	0.768519	300	[27300001,27600000]
19	27600001	250	0.771605	100	[27600001,27700000]
19	27700001	252	0.777778	200	[27700001,27900000]
19	27900001	253	0.780864	100	[27900001,28000000]
19	28000001	248	0.765432	400	[28000001,28400000]
19	28400001	247	0.762346	100	[28400001,28500000]
19	28500001	249	0.768519	100	[28500001,28600000]
19	28600001	250	0.771605	300	[28600001,28900000]
19	28900001	246	0.759259	200	[28900001,29100000]
19	29100001	245	0.756173	100	[29100001,29200000]
19	29700001	244	0.753086	700	[29700001,30400000]
19	30400001	247	0.762346	400	[30400001,30800000]
19	27600000	249	0.768519	300	[27300001,27600000]
19	27700000	250	0.771605	100	[27600001,27700000]
19	27900000	252	0.777778	200	[27700001,27900000]
19	28000000	253	0.780864	100	[27900001,28000000]
19	28400000	248	0.765432	400	[28000001,28400000]
19	28500000	247	0.762346	100	[28400001,28500000]
19	28600000	249	0.768519	100	[28500001,28600000]
19	28900000	250	0.771605	300	[28600001,28900000]
19	29100000	246	0.759259	200	[28900001,29100000]
19	29200000	245	0.756173	100	[29100001,29200000]
19	30400000	244	0.753086	700	[29700001,30400000]
19	30800000	247	0.762346	400	[30400001,30800000]
