CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	53400001	245	0.756173	700	[53400001,54100000]
3	54100001	244	0.753086	900	[54100001,55000000]
3	55100001	253	0.780864	500	[55100001,55600000]
3	55600001	251	0.774691	200	[55600001,55800000]
3	55800001	250	0.771605	200	[55800001,56000000]
3	56000001	253	0.780864	100	[56000001,56100000]
3	56100001	254	0.783951	100	[56100001,56200000]
3	56200001	272	0.839506	900	[56200001,57100000]
3	57100001	271	0.83642	300	[57100001,57400000]
3	57400001	270	0.833333	400	[57400001,57800000]
3	57800001	271	0.83642	300	[57800001,58100000]
3	58100001	270	0.833333	800	[58100001,58900000]
3	58900001	277	0.854938	100	[58900001,59000000]
3	59000001	276	0.851852	100	[59000001,59100000]
3	59100001	275	0.848765	100	[59100001,59200000]
3	59200001	276	0.851852	300	[59200001,59500000]
3	59500001	274	0.845679	300	[59500001,59800000]
3	59800001	273	0.842593	100	[59800001,59900000]
3	59900001	276	0.851852	200	[59900001,60100000]
3	60100001	272	0.839506	200	[60100001,60300000]
3	60300001	271	0.83642	1000	[60300001,61300000]
3	61300001	270	0.833333	2100	[61300001,63400000]
3	63400001	266	0.820988	300	[63400001,63700000]
3	69800001	247	0.762346	700	[69800001,70500000]
3	70500001	248	0.765432	1100	[70500001,71600000]
3	71600001	249	0.768519	200	[71600001,71800000]
3	71800001	248	0.765432	300	[71800001,72100000]
3	72100001	249	0.768519	100	[72100001,72200000]
3	72200001	247	0.762346	200	[72200001,72400000]
3	72400001	244	0.753086	600	[72400001,73000000]
3	77100001	246	0.759259	600	[77100001,77700000]
3	77700001	248	0.765432	100	[77700001,77800000]
3	77800001	247	0.762346	200	[77800001,78000000]
3	78000001	246	0.759259	100	[78000001,78100000]
3	78100001	253	0.780864	200	[78100001,78300000]
3	78300001	252	0.777778	400	[78300001,78700000]
3	78700001	255	0.787037	200	[78700001,78900000]
3	78900001	256	0.790123	300	[78900001,79200000]
3	79200001	257	0.79321	300	[79200001,79500000]
3	79500001	255	0.787037	300	[79500001,79800000]
3	54100000	245	0.756173	700	[53400001,54100000]
3	55000000	244	0.753086	900	[54100001,55000000]
3	55600000	253	0.780864	500	[55100001,55600000]
3	55800000	251	0.774691	200	[55600001,55800000]
3	56000000	250	0.771605	200	[55800001,56000000]
3	56100000	253	0.780864	100	[56000001,56100000]
3	56200000	254	0.783951	100	[56100001,56200000]
3	57100000	272	0.839506	900	[56200001,57100000]
3	57400000	271	0.83642	300	[57100001,57400000]
3	57800000	270	0.833333	400	[57400001,57800000]
3	58100000	271	0.83642	300	[57800001,58100000]
3	58900000	270	0.833333	800	[58100001,58900000]
3	59000000	277	0.854938	100	[58900001,59000000]
3	59100000	276	0.851852	100	[59000001,59100000]
3	59200000	275	0.848765	100	[59100001,59200000]
3	59500000	276	0.851852	300	[59200001,59500000]
3	59800000	274	0.845679	300	[59500001,59800000]
3	59900000	273	0.842593	100	[59800001,59900000]
3	60100000	276	0.851852	200	[59900001,60100000]
3	60300000	272	0.839506	200	[60100001,60300000]
3	61300000	271	0.83642	1000	[60300001,61300000]
3	63400000	270	0.833333	2100	[61300001,63400000]
3	63700000	266	0.820988	300	[63400001,63700000]
3	70500000	247	0.762346	700	[69800001,70500000]
3	71600000	248	0.765432	1100	[70500001,71600000]
3	71800000	249	0.768519	200	[71600001,71800000]
3	72100000	248	0.765432	300	[71800001,72100000]
3	72200000	249	0.768519	100	[72100001,72200000]
3	72400000	247	0.762346	200	[72200001,72400000]
3	73000000	244	0.753086	600	[72400001,73000000]
3	77700000	246	0.759259	600	[77100001,77700000]
3	77800000	248	0.765432	100	[77700001,77800000]
3	78000000	247	0.762346	200	[77800001,78000000]
3	78100000	246	0.759259	100	[78000001,78100000]
3	78300000	253	0.780864	200	[78100001,78300000]
3	78700000	252	0.777778	400	[78300001,78700000]
3	78900000	255	0.787037	200	[78700001,78900000]
3	79200000	256	0.790123	300	[78900001,79200000]
3	79500000	257	0.79321	300	[79200001,79500000]
3	79800000	255	0.787037	300	[79500001,79800000]
