sim_1_selection_model_s08_chr3	9933718
sim_2_selection_model_s08_chr3	84434209
sim_3_selection_model_s08_chr3	55765058
sim_4_selection_model_s08_chr3	9259641
sim_5_selection_model_s08_chr3	16045287
sim_6_selection_model_s08_chr3	79679746
sim_7_selection_model_s08_chr3	5940197
sim_8_selection_model_s08_chr3	41709222
sim_9_selection_model_s08_chr3	59075641
sim_10_selection_model_s08_chr3	50452961
sim_11_selection_model_s08_chr3	14614640
sim_12_selection_model_s08_chr3	41518120
sim_13_selection_model_s08_chr3	3498327
sim_14_selection_model_s08_chr3	86746568
sim_15_selection_model_s08_chr3	55212999
sim_16_selection_model_s08_chr3	68169368
sim_17_selection_model_s08_chr3	26672383
sim_18_selection_model_s08_chr3	36521417
sim_19_selection_model_s08_chr3	26553226
sim_20_selection_model_s08_chr3	81342281
