sim_1_selection_model_s06_chr3	46911696
sim_2_selection_model_s06_chr3	815052
sim_3_selection_model_s06_chr3	52916118
sim_4_selection_model_s06_chr3	57573545
sim_5_selection_model_s06_chr3	70233247
sim_6_selection_model_s06_chr3	44329287
sim_7_selection_model_s06_chr3	65513701
sim_8_selection_model_s06_chr3	51077860
sim_9_selection_model_s06_chr3	35176184
sim_10_selection_model_s06_chr3	49720426
sim_11_selection_model_s06_chr3	59077677
sim_12_selection_model_s06_chr3	61812992
sim_13_selection_model_s06_chr3	16630231
sim_14_selection_model_s06_chr3	19856199
sim_15_selection_model_s06_chr3	11911299
sim_16_selection_model_s06_chr3	38390608
sim_17_selection_model_s06_chr3	82395643
sim_18_selection_model_s06_chr3	24837851
sim_19_selection_model_s06_chr3	12385137
sim_20_selection_model_s06_chr3	83518652
