sim_1_selection_model_s04_chr3	82843080
sim_2_selection_model_s04_chr3	23685283
sim_3_selection_model_s04_chr3	10113526
sim_4_selection_model_s04_chr3	35043963
sim_5_selection_model_s04_chr3	36721693
sim_6_selection_model_s04_chr3	751908
sim_7_selection_model_s04_chr3	49527672
sim_8_selection_model_s04_chr3	80732989
sim_9_selection_model_s04_chr3	69714227
sim_10_selection_model_s04_chr3	47513487
sim_11_selection_model_s04_chr3	43016137
sim_12_selection_model_s04_chr3	59863634
sim_13_selection_model_s04_chr3	47420324
sim_14_selection_model_s04_chr3	7842396
sim_15_selection_model_s04_chr3	48921624
sim_16_selection_model_s04_chr3	2766437
sim_17_selection_model_s04_chr3	7513965
sim_18_selection_model_s04_chr3	29899001
sim_19_selection_model_s04_chr3	17092550
sim_20_selection_model_s04_chr3	71791468
