Sim_name	Avg_He
sim_1_selection_model_s02_chr3	NA
sim_2_selection_model_s02_chr3	0.40797161614974
sim_3_selection_model_s02_chr3	0.0873683832
sim_4_selection_model_s02_chr3	0.240561107345455
sim_5_selection_model_s02_chr3	0.12469621051
sim_6_selection_model_s02_chr3	0.05977707212
sim_7_selection_model_s02_chr3	NA
sim_8_selection_model_s02_chr3	NA
sim_9_selection_model_s02_chr3	0.186223304626667
sim_10_selection_model_s02_chr3	NA
sim_11_selection_model_s02_chr3	0.24567288
sim_12_selection_model_s02_chr3	0.0509458175333333
sim_13_selection_model_s02_chr3	0.22278542
sim_14_selection_model_s02_chr3	0.296591531840816
sim_15_selection_model_s02_chr3	0.379023385889377
sim_16_selection_model_s02_chr3	0.311652102410476
sim_17_selection_model_s02_chr3	0.384821565180386
sim_18_selection_model_s02_chr3	0.353279938101333
sim_19_selection_model_s02_chr3	0.0465491547155102
sim_20_selection_model_s02_chr3	0.0475399887777143
