Simulation	Fifth_Percentile	Avg_H_e
Simulation 19	0.180398546125	0.354884655615156
Simulation 18	0.18191712	0.346282230055227
Simulation 4	0.191472825706667	0.33896962284058
Simulation 14	0.20231134441	0.351701272768522
Simulation 7	0.205606153471429	0.348259208915366
Simulation 13	0.206616642042381	0.36326512038025
Simulation 15	0.210141605696	0.363907245167942
Simulation 8	0.210798626570308	0.354033799119754
Simulation 20	0.2123831091025	0.352519524055392
Simulation 5	0.2124644464375	0.359098556119059
Simulation 1	0.212611264928667	0.348530517435976
Simulation 2	0.21640964602	0.352694720029574
Simulation 16	0.221752191287879	0.363645311564763
Simulation 6	0.222942739703333	0.367336772158234
Simulation 11	0.223064579976571	0.366792752285636
Simulation 3	0.223320697333333	0.357822377182321
Simulation 9	0.22492784	0.352713837430202
Simulation 12	0.225807184911429	0.365100621429824
Simulation 17	0.234938579463333	0.364515112240703
Simulation 10	0.235308203264	0.359397275833694
