Simulation	Fifth_Percentile	Avg_H_e
Simulation 2	0	0.118063654070823
Simulation 3	0	0.126750657397425
Simulation 7	0	0.114334136461867
Simulation 8	0	0.115232171371799
Simulation 9	0	0.11411820063113
Simulation 10	0	0.140366640357494
Simulation 12	0	0.119565975160299
Simulation 16	0	0.127293819317162
Simulation 19	0	0.147847777466907
Simulation 18	0.000199500000000003	0.132181448997342
Simulation 11	0.00213812500000001	0.140300430171576
Simulation 4	0.00505340909090909	0.125525349179715
Simulation 13	0.005174375	0.142917256389294
Simulation 17	0.00568222222222223	0.143450687874513
Simulation 5	0.0114808116883117	0.138229787131931
Simulation 14	0.0135659523809524	0.13466739556326
Simulation 15	0.0136941666666667	0.145239185710203
Simulation 20	0.014383	0.144933622744073
Simulation 6	0.0219005982905983	0.151018835496526
Simulation 1	0.0222035	0.148157320569372
