Simulation	Fifth_Percentile	Avg_H_e
Simulation 1	0	0.127206137827999
Simulation 3	0	0.14350181836645
Simulation 5	0	0.1422722178114
Simulation 2	0.00258807692307692	0.140239317149155
Simulation 19	0.00347194852941177	0.141091448841
Simulation 17	0.00401159090909091	0.14674096250766
Simulation 16	0.00443347222222222	0.135558719143781
Simulation 13	0.00765222222222223	0.143277186466594
Simulation 4	0.007674375	0.144660730221034
Simulation 14	0.007716	0.142994095475792
Simulation 9	0.00795160714285714	0.149908533312729
Simulation 12	0.00891458333333333	0.134885197970066
Simulation 7	0.008991125	0.136341530513536
Simulation 18	0.00971	0.147467258777896
Simulation 6	0.00982333333333333	0.141150221059332
Simulation 8	0.01056025	0.138065118118723
Simulation 11	0.0145652777777778	0.14193228187437
Simulation 20	0.0150523863636364	0.147871281396605
Simulation 15	0.01905025	0.149899526597929
Simulation 10	0.0217251111111111	0.142233197537182
